time,precip
"01Feb1970, 04:45",2.5
"01Feb1970, 05:00",2.5
"01Feb1970, 05:15",2.5
"01Feb1970, 05:30",2.5
"01Feb1970, 05:45",2.5
"01Feb1970, 06:00",2.5
"01Feb1970, 06:15",2.5
"01Feb1970, 06:30",2.5
"01Feb1970, 06:45",2.5
"01Feb1970, 07:00",2.5
"01Feb1970, 07:15",2.5
"01Feb1970, 07:30",2.5
"01Feb1970, 07:45",2.5
"01Feb1970, 08:00",2.5
"01Feb1970, 08:15",2.5
"01Feb1970, 08:30",2.5
"01Feb1970, 08:45",2.5
"01Feb1970, 09:00",2.5
"01Feb1970, 09:15",2.5
"01Feb1970, 09:30",2.5
"01Feb1970, 09:45",2.5
"01Feb1970, 10:00",2.5
"01Feb1970, 10:15",2.5
"01Feb1970, 10:30",2.5
"01Feb1970, 10:45",2.5
"01Feb1970, 11:00",2.5
"01Feb1970, 11:15",2.5
"01Feb1970, 11:30",2.5
"01Feb1970, 11:45",2.5
"01Feb1970, 12:00",2.5
"01Feb1970, 12:15",2.5
"01Feb1970, 12:30",2.5
"01Feb1970, 12:45",2.5
"01Feb1970, 13:00",2.5
"01Feb1970, 13:15",2.5
"01Feb1970, 13:30",2.5
"01Feb1970, 13:45",2.5
"01Feb1970, 14:00",2.5
"01Feb1970, 14:15",2.5
"01Feb1970, 14:30",2.5
"01Feb1970, 14:45",2.5
"01Feb1970, 15:00",2.5
"01Feb1970, 15:15",2.5
"01Feb1970, 15:30",2.5
"01Feb1970, 15:45",2.5
"01Feb1970, 16:00",2.5
"01Feb1970, 16:15",2.5
"01Feb1970, 16:30",2.5
"01Feb1970, 16:45",2.5
"01Feb1970, 17:00",2.5
"01Feb1970, 17:15",2.5
"01Feb1970, 17:30",2.5
"01Feb1970, 17:45",2.5
"01Feb1970, 18:00",2.5
"01Feb1970, 18:15",2.5
"01Feb1970, 18:30",2.5
"01Feb1970, 18:45",2.5
"01Feb1970, 19:00",2.5
"01Feb1970, 19:15",2.5
"01Feb1970, 19:30",2.5
"01Feb1970, 19:45",2.5
"01Feb1970, 20:00",2.5
"01Feb1970, 20:15",2.5
"01Feb1970, 20:30",2.5
"01Feb1970, 20:45",2.5
"01Feb1970, 21:00",2.53
"01Feb1970, 21:15",2.56
"01Feb1970, 21:30",2.58
"01Feb1970, 21:45",2.61
"01Feb1970, 22:00",2.64
"01Feb1970, 22:15",2.66
"01Feb1970, 22:30",2.69
"01Feb1970, 22:45",2.71
"01Feb1970, 23:00",2.73
"01Feb1970, 23:15",2.74
"01Feb1970, 23:30",2.76
"01Feb1970, 23:45",2.77
"02Feb1970, 00:00",2.79
"02Feb1970, 00:15",2.82
"02Feb1970, 00:30",2.84
"02Feb1970, 00:45",2.87
"02Feb1970, 01:00",2.89
"02Feb1970, 01:15",2.92
"02Feb1970, 01:30",2.94
"02Feb1970, 01:45",2.97
"02Feb1970, 02:00",2.99
"02Feb1970, 02:15",3.02
"02Feb1970, 02:30",3.05
"02Feb1970, 02:45",3.07
"02Feb1970, 03:00",3.1
"02Feb1970, 03:15",3.14
"02Feb1970, 03:30",3.17
"02Feb1970, 03:45",3.25
"02Feb1970, 04:00",3.34
"02Feb1970, 04:15",3.4
"02Feb1970, 04:30",3.4
"02Feb1970, 04:45",3.4
"02Feb1970, 05:00",3.4
"02Feb1970, 05:15",3.4
"02Feb1970, 05:30",3.4
"02Feb1970, 05:45",3.4
"02Feb1970, 06:00",3.4
"02Feb1970, 06:15",3.4
"02Feb1970, 06:30",3.4
"02Feb1970, 06:45",3.4
"02Feb1970, 07:00",3.4
"02Feb1970, 07:15",3.4
"02Feb1970, 07:30",3.4
"02Feb1970, 07:45",3.4
"02Feb1970, 08:00",3.4
"02Feb1970, 08:15",3.4
"02Feb1970, 08:30",3.4
"02Feb1970, 08:45",3.4
"02Feb1970, 09:00",3.4
"02Feb1970, 09:15",3.4
"02Feb1970, 09:30",3.4
"02Feb1970, 09:45",3.4
"02Feb1970, 10:00",3.4
"02Feb1970, 10:15",3.4
"02Feb1970, 10:30",3.4
"02Feb1970, 10:45",3.4
"02Feb1970, 11:00",3.4
"02Feb1970, 11:15",3.4
"02Feb1970, 11:30",3.4
"02Feb1970, 11:45",3.4
"02Feb1970, 12:00",3.4
"02Feb1970, 12:15",3.4
"02Feb1970, 12:30",3.4
"02Feb1970, 12:45",3.4
"02Feb1970, 13:00",3.4
"02Feb1970, 13:15",3.4
"02Feb1970, 13:30",3.4
"02Feb1970, 13:45",3.4
"02Feb1970, 14:00",3.4
"02Feb1970, 14:15",3.4
"02Feb1970, 14:30",3.4
"02Feb1970, 14:45",3.4
"02Feb1970, 15:00",3.4
"02Feb1970, 15:15",3.4
"02Feb1970, 15:30",3.4
"02Feb1970, 15:45",3.4
"02Feb1970, 16:00",3.4
"02Feb1970, 16:15",3.4
"02Feb1970, 16:30",3.4
"02Feb1970, 16:45",3.4
"02Feb1970, 17:00",3.4
"02Feb1970, 17:15",3.4
"02Feb1970, 17:30",3.4
"02Feb1970, 17:45",3.4
"02Feb1970, 18:00",3.4
"02Feb1970, 18:15",3.4
"02Feb1970, 18:30",3.4
"02Feb1970, 18:45",3.4
"02Feb1970, 19:00",3.4
"02Feb1970, 19:15",3.4
"02Feb1970, 19:30",3.4
"02Feb1970, 19:45",3.4
"02Feb1970, 20:00",3.4
"02Feb1970, 20:15",3.4
"02Feb1970, 20:30",3.4
"02Feb1970, 20:45",3.4
"02Feb1970, 21:00",3.4
"02Feb1970, 21:15",3.42
"02Feb1970, 21:30",3.46
"02Feb1970, 21:45",3.49
"02Feb1970, 22:00",3.52
"02Feb1970, 22:15",3.56
"02Feb1970, 22:30",3.59
"02Feb1970, 22:45",3.62
"02Feb1970, 23:00",3.64
"02Feb1970, 23:15",3.67
"02Feb1970, 23:30",3.69
"02Feb1970, 23:45",3.72
"03Feb1970, 00:00",3.76
"03Feb1970, 00:15",3.79
"03Feb1970, 00:30",3.82
"03Feb1970, 00:45",3.86
"03Feb1970, 01:00",3.9
"03Feb1970, 01:15",3.9
"03Feb1970, 01:30",3.9
"03Feb1970, 01:45",3.9
"03Feb1970, 02:00",3.9
"03Feb1970, 02:15",3.9
"03Feb1970, 02:30",3.9
"03Feb1970, 02:45",3.9
"03Feb1970, 03:00",3.9
"03Feb1970, 03:15",3.9
"03Feb1970, 03:30",3.9
"03Feb1970, 03:45",3.9
"03Feb1970, 04:00",3.9
"03Feb1970, 04:15",3.9
"03Feb1970, 04:30",3.9
"03Feb1970, 04:45",3.9
"03Feb1970, 05:00",3.9
"03Feb1970, 05:15",3.9
"03Feb1970, 05:30",3.9
"03Feb1970, 05:45",3.9
"03Feb1970, 06:00",3.9
"03Feb1970, 06:15",3.9
"03Feb1970, 06:30",3.9
"03Feb1970, 06:45",3.9
"03Feb1970, 07:00",3.9
"03Feb1970, 07:15",3.9
"03Feb1970, 07:30",3.9
"03Feb1970, 07:45",3.9
"03Feb1970, 08:00",3.9
"03Feb1970, 08:15",3.9
"03Feb1970, 08:30",4
"03Feb1970, 08:45",4
"03Feb1970, 09:00",4
"03Feb1970, 09:15",4
"03Feb1970, 09:30",4
"03Feb1970, 09:45",4
"03Feb1970, 10:00",4
"03Feb1970, 10:15",4
"03Feb1970, 10:30",4
"03Feb1970, 10:45",4
"03Feb1970, 11:00",4
"03Feb1970, 11:15",4
"03Feb1970, 11:30",4
"03Feb1970, 11:45",4
"03Feb1970, 12:00",4
"03Feb1970, 12:15",4
"03Feb1970, 12:30",4
"03Feb1970, 12:45",4
"03Feb1970, 13:00",4
"03Feb1970, 13:15",4
"03Feb1970, 13:30",4
"03Feb1970, 13:45",4
"03Feb1970, 14:00",4
"03Feb1970, 14:15",4
"03Feb1970, 14:30",4
"03Feb1970, 14:45",4
"03Feb1970, 15:00",4
"03Feb1970, 15:15",4
"03Feb1970, 15:30",4
"03Feb1970, 15:45",4
"03Feb1970, 16:00",4
"03Feb1970, 16:15",4
"03Feb1970, 16:30",4
"03Feb1970, 16:45",4
"03Feb1970, 17:00",4
"03Feb1970, 17:15",4
"03Feb1970, 17:30",4
"03Feb1970, 17:45",4
"03Feb1970, 18:00",4
"03Feb1970, 18:15",4
"03Feb1970, 18:30",4
"03Feb1970, 18:45",4
"03Feb1970, 19:00",4
"03Feb1970, 19:15",4
"03Feb1970, 19:30",4
"03Feb1970, 19:45",4
"03Feb1970, 20:00",4
"03Feb1970, 20:15",4
"03Feb1970, 20:30",4
"03Feb1970, 20:45",4
"03Feb1970, 21:00",4
"03Feb1970, 21:15",4
"03Feb1970, 21:30",4
"03Feb1970, 21:45",4
"03Feb1970, 22:00",4
"03Feb1970, 22:15",4
"03Feb1970, 22:30",4
"03Feb1970, 22:45",4
"03Feb1970, 23:00",4
"03Feb1970, 23:15",4
"03Feb1970, 23:30",4
"03Feb1970, 23:45",4
"04Feb1970, 00:00",4
"04Feb1970, 00:15",4
"04Feb1970, 00:30",4
"04Feb1970, 00:45",4
"04Feb1970, 01:00",4
"04Feb1970, 01:15",4
"04Feb1970, 01:30",4
"04Feb1970, 01:45",4
"04Feb1970, 02:00",4
"04Feb1970, 02:15",4
"04Feb1970, 02:30",4
"04Feb1970, 02:45",4
"04Feb1970, 03:00",4
"04Feb1970, 03:15",4
"04Feb1970, 03:30",4
"04Feb1970, 03:45",4
"04Feb1970, 04:00",4
"04Feb1970, 04:15",4
"04Feb1970, 04:30",4
"04Feb1970, 04:45",4
"04Feb1970, 05:00",4
"04Feb1970, 05:15",4
"04Feb1970, 05:30",4
"04Feb1970, 05:45",4
"04Feb1970, 06:00",4
"04Feb1970, 06:15",4
"04Feb1970, 06:30",4
"04Feb1970, 06:45",4
"04Feb1970, 07:00",4
"04Feb1970, 07:15",4
"04Feb1970, 07:30",4
"04Feb1970, 07:45",4
"04Feb1970, 08:00",4
"04Feb1970, 08:15",4
"04Feb1970, 08:30",4
"04Feb1970, 08:45",4
"04Feb1970, 09:00",4
"04Feb1970, 09:15",4
"04Feb1970, 09:30",4
"04Feb1970, 09:45",4
"04Feb1970, 10:00",4
"04Feb1970, 10:15",4
"04Feb1970, 10:30",4
"04Feb1970, 10:45",4
"04Feb1970, 11:00",4
"04Feb1970, 11:15",4
"04Feb1970, 11:30",4
"04Feb1970, 11:45",4
"04Feb1970, 12:00",4
"04Feb1970, 12:15",4
"04Feb1970, 12:30",4
"04Feb1970, 12:45",4
"04Feb1970, 13:00",4
"04Feb1970, 13:15",4
"04Feb1970, 13:30",4
"04Feb1970, 13:45",4
"04Feb1970, 14:00",4
"04Feb1970, 14:15",4
"04Feb1970, 14:30",4
"04Feb1970, 14:45",4
"04Feb1970, 15:00",4
"04Feb1970, 15:15",4
"04Feb1970, 15:30",4
"04Feb1970, 15:45",4
"04Feb1970, 16:00",4
"04Feb1970, 16:15",4
"04Feb1970, 16:30",4
"04Feb1970, 16:45",4
"04Feb1970, 17:00",4
"04Feb1970, 17:15",4
"04Feb1970, 17:30",4
"04Feb1970, 17:45",4
"04Feb1970, 18:00",4
"04Feb1970, 18:15",4
"04Feb1970, 18:30",4
"04Feb1970, 18:45",4
"04Feb1970, 19:00",4
"04Feb1970, 19:15",4
"04Feb1970, 19:30",4
"04Feb1970, 19:45",4
"04Feb1970, 20:00",4
"04Feb1970, 20:15",4
"04Feb1970, 20:30",4
"04Feb1970, 20:45",4
"04Feb1970, 21:00",4
"04Feb1970, 21:15",4
"04Feb1970, 21:30",4
"04Feb1970, 21:45",4
"04Feb1970, 22:00",4
"04Feb1970, 22:15",4
"04Feb1970, 22:30",4
"04Feb1970, 22:45",4
"04Feb1970, 23:00",4
"04Feb1970, 23:15",4
"04Feb1970, 23:30",4
"04Feb1970, 23:45",4
"05Feb1970, 00:00",4
"05Feb1970, 00:15",4
"05Feb1970, 00:30",4
"05Feb1970, 00:45",4
"05Feb1970, 01:00",4
"05Feb1970, 01:15",4
"05Feb1970, 01:30",4
"05Feb1970, 01:45",4
"05Feb1970, 02:00",4
"05Feb1970, 02:15",4
"05Feb1970, 02:30",4
"05Feb1970, 02:45",4
"05Feb1970, 03:00",4
"05Feb1970, 03:15",4
"05Feb1970, 03:30",4
"05Feb1970, 03:45",4
"05Feb1970, 04:00",4
"05Feb1970, 04:15",4
"05Feb1970, 04:30",4
"05Feb1970, 04:45",4
"05Feb1970, 05:00",4
"05Feb1970, 05:15",4
"05Feb1970, 05:30",4
"05Feb1970, 05:45",4
"05Feb1970, 06:00",4
"05Feb1970, 06:15",4
"05Feb1970, 06:30",4
"05Feb1970, 06:45",4
"05Feb1970, 07:00",4
"05Feb1970, 07:15",4
"05Feb1970, 07:30",4
"05Feb1970, 07:45",4
"05Feb1970, 08:00",4
"05Feb1970, 08:15",4
"05Feb1970, 08:30",4
"05Feb1970, 08:45",4
"05Feb1970, 09:00",4
"05Feb1970, 09:15",4
"05Feb1970, 09:30",4
"05Feb1970, 09:45",4
"05Feb1970, 10:00",4
"05Feb1970, 10:15",4
"05Feb1970, 10:30",4
"05Feb1970, 10:45",4
"05Feb1970, 11:00",4
"05Feb1970, 11:15",4
"05Feb1970, 11:30",4
"05Feb1970, 11:45",4
"05Feb1970, 12:00",4
"05Feb1970, 12:15",4
"05Feb1970, 12:30",4
"05Feb1970, 12:45",4
"05Feb1970, 13:00",4
"05Feb1970, 13:15",4
"05Feb1970, 13:30",4
"05Feb1970, 13:45",4
"05Feb1970, 14:00",4
"05Feb1970, 14:15",4
"05Feb1970, 14:30",4
"05Feb1970, 14:45",4
"05Feb1970, 15:00",4
"05Feb1970, 15:15",4
"05Feb1970, 15:30",4
"05Feb1970, 15:45",4
"05Feb1970, 16:00",4
"05Feb1970, 16:15",4
"05Feb1970, 16:30",4
"05Feb1970, 16:45",4
"05Feb1970, 17:00",4
"05Feb1970, 17:15",4
"05Feb1970, 17:30",4
"05Feb1970, 17:45",4
"05Feb1970, 18:00",4
"05Feb1970, 18:15",4
"05Feb1970, 18:30",4
"05Feb1970, 18:45",4
"05Feb1970, 19:00",4
"05Feb1970, 19:15",4
"05Feb1970, 19:30",4
"05Feb1970, 19:45",4
"05Feb1970, 20:00",4
"05Feb1970, 20:15",4
"05Feb1970, 20:30",4
"05Feb1970, 20:45",4
"05Feb1970, 21:00",4
"05Feb1970, 21:15",4
"05Feb1970, 21:30",4
"05Feb1970, 21:45",4
"05Feb1970, 22:00",4
"05Feb1970, 22:15",4
"05Feb1970, 22:30",4
"05Feb1970, 22:45",4
"05Feb1970, 23:00",4
"05Feb1970, 23:15",4
"05Feb1970, 23:30",4
"05Feb1970, 23:45",4
"06Feb1970, 00:00",4
"06Feb1970, 00:15",4
"06Feb1970, 00:30",4
"06Feb1970, 00:45",4
"06Feb1970, 01:00",4
"06Feb1970, 01:15",4
"06Feb1970, 01:30",4
"06Feb1970, 01:45",4
"06Feb1970, 02:00",4
"06Feb1970, 02:15",4
"06Feb1970, 02:30",4
"06Feb1970, 02:45",4
"06Feb1970, 03:00",4
"06Feb1970, 03:15",4
"06Feb1970, 03:30",4
"06Feb1970, 03:45",4
"06Feb1970, 04:00",4
"06Feb1970, 04:15",4
"06Feb1970, 04:30",4
"06Feb1970, 04:45",4
"06Feb1970, 05:00",4
"06Feb1970, 05:15",4
"06Feb1970, 05:30",4
"06Feb1970, 05:45",4
"06Feb1970, 06:00",4
"06Feb1970, 06:15",4
"06Feb1970, 06:30",4
"06Feb1970, 06:45",4
"06Feb1970, 07:00",4
"06Feb1970, 07:15",4
"06Feb1970, 07:30",4
"06Feb1970, 07:45",4
"06Feb1970, 08:00",4
"06Feb1970, 08:15",4
"06Feb1970, 08:30",4
"06Feb1970, 08:45",4
"06Feb1970, 09:00",4
"06Feb1970, 09:15",4
"06Feb1970, 09:30",4
"06Feb1970, 09:45",4
"06Feb1970, 10:00",4
"06Feb1970, 10:15",4
"06Feb1970, 10:30",4
"06Feb1970, 10:45",4
"06Feb1970, 11:00",4
"06Feb1970, 11:15",4
"06Feb1970, 11:30",4
"06Feb1970, 11:45",4
"06Feb1970, 12:00",4
"06Feb1970, 12:15",4
"06Feb1970, 12:30",4
"06Feb1970, 12:45",4
"06Feb1970, 13:00",4
"06Feb1970, 13:15",4
"06Feb1970, 13:30",4
"06Feb1970, 13:45",4
"06Feb1970, 14:00",4
"06Feb1970, 14:15",4
"06Feb1970, 14:30",4
"06Feb1970, 14:45",4
"06Feb1970, 15:00",4
"06Feb1970, 15:15",4
"06Feb1970, 15:30",4
"06Feb1970, 15:45",4
"06Feb1970, 16:00",4
"06Feb1970, 16:15",4
"06Feb1970, 16:30",4
"06Feb1970, 16:45",4
"06Feb1970, 17:00",4
"06Feb1970, 17:15",4
"06Feb1970, 17:30",4
"06Feb1970, 17:45",4
"06Feb1970, 18:00",4
"06Feb1970, 18:15",4
"06Feb1970, 18:30",4
"06Feb1970, 18:45",4
"06Feb1970, 19:00",4
"06Feb1970, 19:15",4
"06Feb1970, 19:30",4
"06Feb1970, 19:45",4
"06Feb1970, 20:00",4
"06Feb1970, 20:15",4
"06Feb1970, 20:30",4
"06Feb1970, 20:45",4
"06Feb1970, 21:00",4
"06Feb1970, 21:15",4
"06Feb1970, 21:30",4
"06Feb1970, 21:45",4
"06Feb1970, 22:00",4
"06Feb1970, 22:15",4
"06Feb1970, 22:30",4
"06Feb1970, 22:45",4
"06Feb1970, 23:00",4
"06Feb1970, 23:15",4
"06Feb1970, 23:30",4
"06Feb1970, 23:45",4
"07Feb1970, 00:00",4
"07Feb1970, 00:15",4
"07Feb1970, 00:30",4
"07Feb1970, 00:45",4
"07Feb1970, 01:00",4
"07Feb1970, 01:15",4
"07Feb1970, 01:30",4
"07Feb1970, 01:45",4
"07Feb1970, 02:00",4
"07Feb1970, 02:15",4
"07Feb1970, 02:30",4
"07Feb1970, 02:45",4
"07Feb1970, 03:00",4
"07Feb1970, 03:15",4
"07Feb1970, 03:30",4
"07Feb1970, 03:45",4
"07Feb1970, 04:00",4
"07Feb1970, 04:15",4
"07Feb1970, 04:30",4
"07Feb1970, 04:45",4
"07Feb1970, 05:00",4
"07Feb1970, 05:15",4
"07Feb1970, 05:30",4
"07Feb1970, 05:45",4
"07Feb1970, 06:00",4
"07Feb1970, 06:15",4
"07Feb1970, 06:30",4
"07Feb1970, 06:45",4
"07Feb1970, 07:00",4
"07Feb1970, 07:15",4
"07Feb1970, 07:30",4
"07Feb1970, 07:45",4
"07Feb1970, 08:00",4
"07Feb1970, 08:15",4
"07Feb1970, 08:30",4
"07Feb1970, 08:45",4
"07Feb1970, 09:00",4
"07Feb1970, 09:15",4
"07Feb1970, 09:30",4
"07Feb1970, 09:45",4
"07Feb1970, 10:00",4
"07Feb1970, 10:15",4
"07Feb1970, 10:30",4
"07Feb1970, 10:45",4
"07Feb1970, 11:00",4
"07Feb1970, 11:15",4
"07Feb1970, 11:30",4
"07Feb1970, 11:45",4
"07Feb1970, 12:00",4
"07Feb1970, 12:15",4
"07Feb1970, 12:30",4
"07Feb1970, 12:45",4
"07Feb1970, 13:00",4
"07Feb1970, 13:15",4
"07Feb1970, 13:30",4
"07Feb1970, 13:45",4
"07Feb1970, 14:00",4
"07Feb1970, 14:15",4
"07Feb1970, 14:30",4
"07Feb1970, 14:45",4
"07Feb1970, 15:00",4
"07Feb1970, 15:15",4
"07Feb1970, 15:30",4
"07Feb1970, 15:45",4
"07Feb1970, 16:00",4
"07Feb1970, 16:15",4
"07Feb1970, 16:30",4
"07Feb1970, 16:45",4
"07Feb1970, 17:00",4
"07Feb1970, 17:15",4
"07Feb1970, 17:30",4
"07Feb1970, 17:45",4
"07Feb1970, 18:00",4
"07Feb1970, 18:15",4
"07Feb1970, 18:30",4
"07Feb1970, 18:45",4
"07Feb1970, 19:00",4
"07Feb1970, 19:15",4
"07Feb1970, 19:30",4
"07Feb1970, 19:45",4
"07Feb1970, 20:00",4
"07Feb1970, 20:15",4
"07Feb1970, 20:30",4
"07Feb1970, 20:45",4
"07Feb1970, 21:00",4
"07Feb1970, 21:15",4
"07Feb1970, 21:30",4
"07Feb1970, 21:45",4
"07Feb1970, 22:00",4
"07Feb1970, 22:15",4
"07Feb1970, 22:30",4
"07Feb1970, 22:45",4
"07Feb1970, 23:00",4
"07Feb1970, 23:15",4
"07Feb1970, 23:30",4
"07Feb1970, 23:45",4
"08Feb1970, 00:00",4
"08Feb1970, 00:15",4
"08Feb1970, 00:30",4
"08Feb1970, 00:45",4
"08Feb1970, 01:00",4
"08Feb1970, 01:15",4
"08Feb1970, 01:30",4
"08Feb1970, 01:45",4
"08Feb1970, 02:00",4
"08Feb1970, 02:15",4
"08Feb1970, 02:30",4
"08Feb1970, 02:45",4
"08Feb1970, 03:00",4
"08Feb1970, 03:15",4
"08Feb1970, 03:30",4
"08Feb1970, 03:45",4
"08Feb1970, 04:00",4
"08Feb1970, 04:15",4
"08Feb1970, 04:30",4
"08Feb1970, 04:45",4
"08Feb1970, 05:00",4
"08Feb1970, 05:15",4
"08Feb1970, 05:30",4
"08Feb1970, 05:45",4
"08Feb1970, 06:00",4
"08Feb1970, 06:15",4
"08Feb1970, 06:30",4
"08Feb1970, 06:45",4
"08Feb1970, 07:00",4
"08Feb1970, 07:15",4
"08Feb1970, 07:30",4
"08Feb1970, 07:45",4
"08Feb1970, 08:00",4
"08Feb1970, 08:15",4
"08Feb1970, 08:30",4
"08Feb1970, 08:45",4
"08Feb1970, 09:00",4
"08Feb1970, 09:15",4
"08Feb1970, 09:30",4
"08Feb1970, 09:45",4
"08Feb1970, 10:00",4
"08Feb1970, 10:15",4
"08Feb1970, 10:30",4
"08Feb1970, 10:45",4
"08Feb1970, 11:00",4
"08Feb1970, 11:15",4
"08Feb1970, 11:30",4
"08Feb1970, 11:45",4
"08Feb1970, 12:00",4
"08Feb1970, 12:15",4
"08Feb1970, 12:30",4
"08Feb1970, 12:45",4
"08Feb1970, 13:00",4
"08Feb1970, 13:15",4
"08Feb1970, 13:30",4
"08Feb1970, 13:45",4
"08Feb1970, 14:00",4
"08Feb1970, 14:15",4
"08Feb1970, 14:30",4
"08Feb1970, 14:45",4
"08Feb1970, 15:00",4
"08Feb1970, 15:15",4
"08Feb1970, 15:30",4
"08Feb1970, 15:45",4
"08Feb1970, 16:00",4
"08Feb1970, 16:15",4
"08Feb1970, 16:30",4
"08Feb1970, 16:45",4
"08Feb1970, 17:00",4
"08Feb1970, 17:15",4
"08Feb1970, 17:30",4
"08Feb1970, 17:45",4
"08Feb1970, 18:00",4
"08Feb1970, 18:15",4
"08Feb1970, 18:30",4
"08Feb1970, 18:45",4
"08Feb1970, 19:00",4
"08Feb1970, 19:15",4
"08Feb1970, 19:30",4
"08Feb1970, 19:45",4
"08Feb1970, 20:00",4
"08Feb1970, 20:15",4
"08Feb1970, 20:30",4
"08Feb1970, 20:45",4
"08Feb1970, 21:00",4
"08Feb1970, 21:15",4
"08Feb1970, 21:30",4
"08Feb1970, 21:45",4
"08Feb1970, 22:00",4
"08Feb1970, 22:15",4
"08Feb1970, 22:30",4
"08Feb1970, 22:45",4
"08Feb1970, 23:00",4
"08Feb1970, 23:15",4
"08Feb1970, 23:30",4
"08Feb1970, 23:45",4
"09Feb1970, 00:00",4
"09Feb1970, 00:15",4
"09Feb1970, 00:30",4
"09Feb1970, 00:45",4
"09Feb1970, 01:00",4
"09Feb1970, 01:15",4
"09Feb1970, 01:30",4
"09Feb1970, 01:45",4
"09Feb1970, 02:00",4
"09Feb1970, 02:15",4
"09Feb1970, 02:30",4
"09Feb1970, 02:45",4
"09Feb1970, 03:00",4
"09Feb1970, 03:15",4
"09Feb1970, 03:30",4
"09Feb1970, 03:45",4
"09Feb1970, 04:00",4
"09Feb1970, 04:15",4
"09Feb1970, 04:30",4
"09Feb1970, 04:45",4
"09Feb1970, 05:00",4
"09Feb1970, 05:15",4
"09Feb1970, 05:30",4
"09Feb1970, 05:45",4
"09Feb1970, 06:00",4
"09Feb1970, 06:15",4
"09Feb1970, 06:30",4
"09Feb1970, 06:45",4
"09Feb1970, 07:00",4
"09Feb1970, 07:15",4
"09Feb1970, 07:30",4
"09Feb1970, 07:45",4
"09Feb1970, 08:00",4
"09Feb1970, 08:15",4
"09Feb1970, 08:30",4
"09Feb1970, 08:45",4
"09Feb1970, 09:00",4
"09Feb1970, 09:15",4
"09Feb1970, 09:30",4
"09Feb1970, 09:45",4
"09Feb1970, 10:00",4
"09Feb1970, 10:15",4
"09Feb1970, 10:30",4
"09Feb1970, 10:45",4
"09Feb1970, 11:00",4
"09Feb1970, 11:15",4
"09Feb1970, 11:30",4
"09Feb1970, 11:45",4
"09Feb1970, 12:00",4
"09Feb1970, 12:15",4
"09Feb1970, 12:30",4
"09Feb1970, 12:45",4
"09Feb1970, 13:00",4
"09Feb1970, 13:15",4
"09Feb1970, 13:30",4
"09Feb1970, 13:45",4
"09Feb1970, 14:00",4
"09Feb1970, 14:15",4
"09Feb1970, 14:30",4
"09Feb1970, 14:45",4
"09Feb1970, 15:00",4
"09Feb1970, 15:15",4
"09Feb1970, 15:30",4
"09Feb1970, 15:45",4
"09Feb1970, 16:00",4
"09Feb1970, 16:15",4
"09Feb1970, 16:30",4
"09Feb1970, 16:45",4
"09Feb1970, 17:00",4
"09Feb1970, 17:15",4
"09Feb1970, 17:30",4
"09Feb1970, 17:45",4
"09Feb1970, 18:00",4
"09Feb1970, 18:15",4
"09Feb1970, 18:30",4
"09Feb1970, 18:45",4
"09Feb1970, 19:00",4
"09Feb1970, 19:15",4
"09Feb1970, 19:30",4
"09Feb1970, 19:45",4
"09Feb1970, 20:00",4
"09Feb1970, 20:15",4
"09Feb1970, 20:30",4
"09Feb1970, 20:45",4
"09Feb1970, 21:00",4
"09Feb1970, 21:15",4
"09Feb1970, 21:30",4
"09Feb1970, 21:45",4
"09Feb1970, 22:00",4
"09Feb1970, 22:15",4
"09Feb1970, 22:30",4
"09Feb1970, 22:45",4
"09Feb1970, 23:00",4
"09Feb1970, 23:15",4
"09Feb1970, 23:30",4
"09Feb1970, 23:45",4
"10Feb1970, 00:00",4
"10Feb1970, 00:15",4
"10Feb1970, 00:30",4
"10Feb1970, 00:45",4
"10Feb1970, 01:00",4
"10Feb1970, 01:15",4
"10Feb1970, 01:30",4
"10Feb1970, 01:45",4
"10Feb1970, 02:00",4
"10Feb1970, 02:15",4
"10Feb1970, 02:30",4
"10Feb1970, 02:45",4
"10Feb1970, 03:00",4
"10Feb1970, 03:15",4
"10Feb1970, 03:30",4
"10Feb1970, 03:45",4
"10Feb1970, 04:00",4
"10Feb1970, 04:15",4
"10Feb1970, 04:30",4
"10Feb1970, 04:45",4
"10Feb1970, 05:00",4
"10Feb1970, 05:15",4
"10Feb1970, 05:30",4
"10Feb1970, 05:45",4
"10Feb1970, 06:00",4
"10Feb1970, 06:15",4
"10Feb1970, 06:30",4
"10Feb1970, 06:45",4
"10Feb1970, 07:00",4
"10Feb1970, 07:15",4
"10Feb1970, 07:30",4
"10Feb1970, 07:45",4
"10Feb1970, 08:00",4
"10Feb1970, 08:15",4
"10Feb1970, 08:30",4
"10Feb1970, 08:45",4
"10Feb1970, 09:00",4
"10Feb1970, 09:15",4
"10Feb1970, 09:30",4
"10Feb1970, 09:45",4
"10Feb1970, 10:00",4
"10Feb1970, 10:15",4
"10Feb1970, 10:30",4
"10Feb1970, 10:45",4
"10Feb1970, 11:00",4
"10Feb1970, 11:15",4
"10Feb1970, 11:30",4
"10Feb1970, 11:45",4
"10Feb1970, 12:00",4
"10Feb1970, 12:15",4
"10Feb1970, 12:30",4
"10Feb1970, 12:45",4
"10Feb1970, 13:00",4
"10Feb1970, 13:15",4
"10Feb1970, 13:30",4
"10Feb1970, 13:45",4
"10Feb1970, 14:00",4
"10Feb1970, 14:15",4
"10Feb1970, 14:30",4
"10Feb1970, 14:45",4
