time,lower,upper,prediction,ground_truth
1970--5--15.4583333333,-1.15517653697,0.397642246787,1.44150643267,-0.6
1970--5--15.5,-1.13823359047,0.365239374322,1.43114861267,-0.6
1970--5--15.5416666667,-1.12102098849,0.332801135605,1.42600923502,-0.6
1970--5--15.5833333333,-1.10662456403,0.303962591738,1.42089594327,-0.6
1970--5--15.625,-1.09211576953,0.275249935629,1.41580853826,-0.6
1970--5--15.6666666667,-1.0774908278,0.246659790075,1.41074682283,-0.57
1970--5--15.7083333333,-1.06536001449,0.221732005369,1.40584409473,-0.57
1970--5--15.75,-1.05326845544,0.19708616051,1.40089947571,-0.57
1970--5--15.7916666667,-1.04122260911,0.172729443836,1.39597967226,-0.57
1970--5--15.8333333333,-1.03103044347,0.150904117885,1.39108449707,-0.57
1970--5--15.875,-1.02098027458,0.129468974288,1.38621376475,-0.57
1970--5--15.9166666667,-1.01108336131,0.108436223557,1.38136729176,-0.57
1970--5--15.9583333333,-0.999545131652,0.0855641880909,1.3765448964,-0.57
1970--5--16,-0.989916995775,0.0653029433151,1.37174639878,-0.57
1970--5--16.0416666667,-0.9795886005,0.0443632406257,1.36697162082,-0.57
1970--5--16.0833333333,-0.969422812689,0.0238377452111,1.36222038621,-0.57
1970--5--16.125,-0.958501657588,0.0025774985001,1.3574925204,-0.57
1970--5--16.1666666667,-0.947723917019,-0.0182872056258,1.35278785056,-0.57
1970--5--16.2083333333,-0.936119680779,-0.0399589435744,1.34810620555,-0.57
1970--5--16.25,-0.926561659503,-0.0588563777477,1.34344741596,-0.57
1970--5--16.2916666667,-0.91628511746,-0.0784564194253,0.884249538439,-0.57
1970--5--16.3333333333,-0.906203663184,-0.0976044081691,0.883956399055,-0.57
1970--5--16.375,-0.89533615505,-0.117523544787,0.883729205943,-0.57
1970--5--16.4166666667,-0.884638933789,-0.137014622447,0.883534810719,-0.57
1970--5--16.4583333333,-0.875133224353,-0.154807025854,0.883373099489,-0.57
1970--5--16.5,-0.865883054968,-0.172081541098,0.883243958347,-0.57
1970--5--16.5416666667,-0.8569069219,-0.18881823246,0.883114815263,-0.57
1970--5--16.5833333333,-0.846153773009,-0.207574075524,0.883050472297,-0.57
1970--5--16.625,-0.838631686315,-0.22206379831,0.882986128849,-0.57
1970--5--16.6666666667,-0.83148002925,-0.235912902202,0.882954014088,-0.57
1970--5--16.7083333333,-0.824718795932,-0.249099803064,0.882921899207,-0.54
1970--5--16.75,-0.819026138874,-0.260361035948,0.882986128849,-0.54
1970--5--16.7916666667,-0.813784380705,-0.27089478871,0.88301824349,-0.54
1970--5--16.8333333333,-0.809004279419,-0.280688574065,0.883050358011,-0.54
1970--5--16.875,-0.804693113408,-0.289733361405,0.883114472771,-0.54
1970--5--16.9166666667,-0.800121685778,-0.299035156102,0.883146586932,-0.54
1970--5--16.9583333333,-0.795267742735,-0.308616204688,0.883146586932,-0.54
1970--5--17,-0.790903664538,-0.317425985705,0.883114358486,-0.54
1970--5--17.0416666667,-0.786272592171,-0.326499919513,0.883049786579,-0.54
1970--5--17.0833333333,-0.782145143647,-0.334787230509,0.883081900981,-0.54
1970--5--17.125,-0.777768726324,-0.343321057701,0.883177902074,-0.54
1970--5--17.1666666667,-0.773908500682,-0.351054061225,0.883273902094,-0.54
1970--5--17.2083333333,-0.768999135048,-0.360116108121,0.883401673586,-0.54
1970--5--17.25,-0.764625518769,-0.368358132176,0.883529443178,-0.54
1970--5--17.2916666667,-0.759974684511,-0.37687527141,0.883688869526,-0.54
1970--5--17.3333333333,-0.755876517697,-0.384553799116,0.883848292916,-0.54
1970--5--17.375,-0.751522535976,-0.392486367462,0.884039258252,-0.54
1970--5--17.4166666667,-0.747736536574,-0.399563304573,0.884230219343,-0.54
1970--5--17.4583333333,-0.743719710471,-0.406869592551,0.884421176186,-0.54
1970--5--17.5,-0.740283166671,-0.413306211664,0.884643559379,-0.54
