time,lower,upper,prediction,ground_truth
1970--6--24.0416666667,-15.2151641747,6.17609310626,-0.821921943505,-9.42
1970--6--24.0833333333,-15.6221202194,6.16810723091,-0.832366399491,-9.03
1970--6--24.125,-16.0379897763,6.15974520684,-0.837310196089,-8.64
1970--6--24.1666666667,-16.4635675643,6.1508916528,-0.842099193438,-8.25
1970--6--24.2083333333,-16.8980627087,6.14169563786,-0.846725873252,-7.86
1970--6--24.25,-17.3421588671,6.13204241211,-0.851182378333,-7.47
1970--6--24.2916666667,-17.7938995662,6.12222512545,-0.855460499953,-7.11
1970--6--24.3333333333,-18.2562185224,6.11200496143,-0.859578792802,-6.75
1970--6--24.375,-18.729027422,6.10140286037,-0.863517375416,-6.42
1970--6--24.4166666667,-19.2130588153,6.09058860296,-0.867297985879,-6.12
1970--6--24.4583333333,-19.7115051652,6.0794482365,-0.870930991204,-5.82
1970--6--24.5,-20.2238533485,6.06814729695,-0.874396434175,-5.55
1970--6--24.5416666667,-20.7542696352,6.05656491367,-0.877721355627,-5.34
1970--6--24.5833333333,-21.307212386,6.04501039146,-0.880953305883,-5.13
1970--6--24.625,-21.8808953112,6.03393255064,-0.884057356003,-4.86
1970--6--24.6666666667,-22.473383483,6.02307360924,-0.88695907364,-4.62
1970--6--24.7083333333,-23.0873806357,6.01258861584,-0.889723811865,-4.38
1970--6--24.75,-23.7241320832,6.00249667115,-0.892329980996,-4.02
1970--6--24.7916666667,-24.3659011473,5.99287798325,-0.89461564613,-3.18
1970--6--24.8333333333,-24.9233659882,5.98415176428,-0.895960233425,-1.56
1970--6--24.875,-25.2331484529,5.97776944292,-0.895265039716,-1.05
1970--6--24.9166666667,-25.4604603889,5.97278071482,-0.894944778491,-0.63
1970--6--24.9583333333,-25.6259976493,5.96881210886,-0.894278828172,0.18
1970--6--25,-25.677927871,5.9672134755,-0.892334133441,0.63
1970--6--25.0416666667,-25.677927871,5.9672134755,-0.890228366725,1.17
1970--6--25.0833333333,-25.6114765908,5.97013340776,-0.887350956073,1.53
1970--6--25.125,-25.5172261391,5.9750398139,-0.884221503958,1.83
1970--6--25.1666666667,-25.4137410949,5.98154607596,-0.880771488707,2.16
1970--6--25.2083333333,-25.3074704893,5.99000661467,-0.876833196202,2.4
1970--6--25.25,-25.2021727026,6.00009301815,-0.872682421834,2.61
1970--6--25.2916666667,-25.1045707633,6.01156620415,-0.868278248486,2.82
1970--6--25.3333333333,-25.0145661021,6.02462864972,-0.863573633723,2.97
1970--6--25.375,-24.931536303,6.03886017436,-0.858741573279,3.18
1970--6--25.4166666667,-24.8646932445,6.05470761789,-0.853511046556,3.33
1970--6--25.4583333333,-24.8082716432,6.07182291775,-0.848149358618,3.87
1970--6--25.5,-24.8188785225,6.09405999913,-0.841313207975,4.2
1970--6--25.5416666667,-24.8826835807,6.11980515933,-0.834252609332,4.44
1970--6--25.5833333333,-24.9922779739,6.14821182387,-0.8269358273,4.71
1970--6--25.625,-25.1691316541,6.1796886901,-0.819098098837,5.01
1970--6--25.6666666667,-25.409525373,6.21572852236,-0.810667330633,5.28
1970--6--25.7083333333,-25.732276711,6.25572907674,-0.801794070573,5.52
1970--6--25.75,-26.1510791653,6.29925905637,-0.7925288316,5.73
1970--6--25.7916666667,-26.6771983369,6.34592245001,-0.782925738001,6.18
1970--6--25.8333333333,-27.544464659,6.39997609581,-0.771932426512,6.48
1970--6--25.875,-28.8090701029,6.4591461131,-0.760618537046,6.54
1970--6--25.9166666667,-30.4268887836,6.5186094933,-0.749715916237,6.63
1970--6--25.9583333333,-32.7869032744,6.57894474005,-0.738586991963,6.42
1970--6--26,-35.8417892059,6.63430307549,-0.728589465763,6.15
1970--6--26.0416666667,-40.1141575771,6.68422004321,-0.719299391911,5.85
1970--6--26.0833333333,-83.99,6.72853159894,-0.710685658684,5.52
