time,lower,upper,prediction,ground_truth
1970--5--11.2916666667,-4.2469371683,5.67062163726,0.514676595212,-0.57
1970--5--11.3333333333,-4.24984732028,5.67076253514,0.494406904635,-0.57
1970--5--11.375,-4.2527577832,5.67090319919,0.476150120653,-0.57
1970--5--11.4166666667,-4.25566855745,5.67104362955,0.471548799965,-0.57
1970--5--11.4583333333,-4.25800005748,5.67115773732,0.466987838024,-0.6
1970--5--11.5,-4.26091789006,5.6713025216,0.462221155556,-0.6
1970--5--11.5416666667,-4.26441574912,5.67147306797,0.444136150282,-0.6
1970--5--11.5833333333,-4.26791406157,5.67164327834,0.43958579708,-0.6
1970--5--11.625,-4.27141282808,5.67181315293,0.435074991041,-0.6
1970--5--11.6666666667,-4.27433211564,5.67195686367,0.43060321809,-0.63
1970--5--11.7083333333,-4.28015108341,5.67222888205,0.412720972681,-0.63
1970--5--11.75,-4.28654573476,5.67252159646,0.408218220276,-0.63
1970--5--11.7916666667,-4.2935149553,5.67283367072,0.403754245947,-0.63
1970--5--11.8333333333,-4.30105763176,5.67316373075,0.39932855018,-0.63
1970--5--11.875,-4.30917265124,5.67351036477,0.382178128417,-0.66
1970--5--11.9166666667,-4.31844870857,5.67390386281,0.377597718868,-0.66
1970--5--11.9583333333,-4.33110647719,5.67437237834,0.373176733531,-0.66
1970--5--12,-4.34817221599,5.67487255696,0.368793316933,-0.66
1970--5--12.0416666667,-4.36951612531,5.67531768203,0.352573906378,-0.66
1970--5--12.0833333333,-4.39892594194,5.67537982145,0.348272858107,-0.63
1970--5--12.125,-4.43329239481,5.67483602806,7.72633756375,-0.63
1970--5--12.1666666667,-4.47306416773,5.67335692088,7.72633756375,-0.66
1970--5--12.2083333333,-4.51808087809,5.67060041237,7.54258977772,-0.66
1970--5--12.25,-4.56579912204,5.66667026114,7.45393830121,-0.66
1970--5--12.2916666667,-4.61571658082,5.66133998478,7.36732943066,-0.66
1970--5--12.3333333333,-4.66781210683,5.65360169617,7.36732943066,-0.66
1970--5--12.375,-4.72065694669,5.64336448475,7.282688963,-0.66
1970--5--12.4166666667,-4.77315281936,5.63044330732,7.19994641942,-0.66
1970--5--12.4583333333,-4.82418135838,5.61441546983,7.11903480616,-0.66
1970--5--12.5,-4.87274721858,5.59516289264,7.11903480616,-0.66
1970--5--12.5416666667,-4.91804598848,5.57264747317,7.03989039407,-0.66
1970--5--12.5833333333,-4.95996908286,5.54733809656,6.96245251511,-0.69
1970--5--12.625,-4.99720484848,5.51807685901,6.88628956701,-0.69
1970--5--12.6666666667,-5.02856528339,5.48489134233,6.8861026577,-0.69
1970--5--12.7083333333,-5.05373187558,5.44792437871,6.81172510458,-0.69
1970--5--12.75,-5.07170744789,5.40681935241,6.73889097686,-0.69
1970--5--12.7916666667,-5.08357018595,5.36245473274,6.66755005658,-0.69
1970--5--12.8333333333,-5.08750219986,5.31391283878,6.66736672661,-0.69
1970--5--12.875,-5.08385711622,5.2615420042,6.5974722087,-0.69
1970--5--12.9166666667,-5.07046871065,5.20426897275,6.5289770708,-0.66
1970--5--12.9583333333,-5.04877617556,5.14324861791,6.46219724904,-0.66
1970--5--13,-5.02039007868,5.07905689554,6.46219724904,-0.69
1970--5--13.0416666667,-4.98881546236,5.01322940907,6.39619023076,-0.69
1970--5--13.0833333333,-4.93908945606,4.93832248901,6.33163653412,-0.69
1970--5--13.125,-4.87680460301,4.85721398017,6.26831779433,-0.69
1970--5--13.1666666667,-4.80515336648,4.77142318112,6.2681412073,-0.69
1970--5--13.2083333333,-4.72354215482,4.68053652906,1.74756904608,-0.69
1970--5--13.25,-4.63131977921,4.58407670745,1.74053847504,-0.69
1970--5--13.2916666667,-4.53266485705,4.4839829877,1.73354866301,-0.69
1970--5--13.3333333333,-4.42974646379,4.38122693242,1.72659925388,-0.69
