time,lower,upper,prediction,ground_truth
1970--6--13.625,-83.99,0.515726630754,-2.7048165318,-1.74
1970--6--13.6666666667,-36.2234899915,0.524884101432,-2.69363923728,-1.8
1970--6--13.7083333333,-29.4024383466,0.532718209026,-2.67846585892,-1.83
1970--6--13.75,-26.4263381743,0.539511071465,-2.766927618,-1.2
1970--6--13.7916666667,-24.4757694608,0.551760879408,-2.75320706349,-0.39
1970--6--13.8333333333,-23.0579991668,0.573330454459,-3.01865534956,-0.24
1970--6--13.875,-21.9011769328,0.596050599671,-3.00104406933,-0.15
1970--6--13.9166666667,-20.9147716791,0.619047287538,-2.99935943187,0.27
1970--6--13.9583333333,-20.08708544,0.647747512496,-2.97633367954,0.72
1970--6--14,-19.3901772561,0.683512167376,-2.92815148921,1.11
1970--6--14.0416666667,-18.7960492427,0.725986024696,-1.84369486706,1.38
1970--6--14.0833333333,-18.2730221281,0.773018085926,-2.99463786541,1.59
1970--6--14.125,-17.8024752481,0.823402356089,-2.9615516178,1.83
1970--6--14.1666666667,-17.3825698338,0.878061086305,-2.90497757884,2.04
1970--6--14.2083333333,-17.0033146414,0.936373264419,-2.86877481616,2.22
1970--6--14.25,-16.6559004508,0.997609820233,-2.83168485688,2.31
1970--6--14.2916666667,-16.3230226832,1.05923258158,-2.80989570816,2.37
1970--6--14.3333333333,-15.9990150359,1.12039009399,-2.7676878435,2.46
1970--6--14.375,-15.6879844018,1.18197043367,-2.74413246413,2.4
1970--6--14.4166666667,-15.3678005521,1.23968788739,-2.71628657154,2.58
1970--6--14.4583333333,-15.0729698358,1.30047153751,-2.67724655539,2.43
1970--6--14.5,-14.7583890878,1.35494222993,-2.62244644227,2.46
1970--6--14.5416666667,-14.4496833178,1.40831234359,-1.34046955405,2.46
1970--6--14.5833333333,-14.1435869933,1.45981543628,-1.30581039423,2.46
1970--6--14.625,-13.8407391648,1.50952545058,-1.27178981732,2.46
1970--6--14.6666666667,-13.5413826948,1.5574904818,-1.2383900078,2.46
1970--6--14.7083333333,-13.2457603283,1.60376026623,-1.18606313343,2.46
1970--6--14.75,-12.9538975179,1.64836759621,-1.15383924013,2.49
1970--6--14.7916666667,-12.6690744375,1.69216524754,-1.12154696101,2.49
1970--6--14.8333333333,-12.3885191289,1.73441879504,-1.0901456595,2.49
1970--6--14.875,-12.1125559344,1.775195694,-1.03990607701,2.46
1970--6--14.9166666667,-11.8396315818,1.81386952952,-1.01021161209,2.46
1970--6--14.9583333333,-11.5715013688,1.85116514549,-1.20654821116,2.43
1970--6--15,-11.3071184912,1.88651461894,-1.17903487454,2.43
1970--6--15.0416666667,-11.0492537758,1.92076282379,-1.13578210826,2.34
1970--6--15.0833333333,-10.7919020026,1.95183570026,-1.11046787569,2.28
1970--6--15.125,-10.5383426875,1.98064673672,-1.0857986313,2.25
1970--6--15.1666666667,-10.2905052179,2.0079540795,-1.06149486918,2.25
1970--6--15.2083333333,-10.0504278844,2.03453546222,-1.02183215533,2.22
1970--6--15.25,-9.81676593029,2.05984202466,-0.998498523275,2.19
1970--6--15.2916666667,-9.58964462314,2.08396538849,-0.975764211531,2.16
1970--6--15.3333333333,-9.3691384892,2.1069921736,-0.953614177101,2.13
1970--6--15.375,-9.15527250331,2.1290031331,-0.916184165463,2.07
1970--6--15.4166666667,-8.94735919581,2.14955196978,-0.895668712833,2.04
1970--6--15.4583333333,-8.74572126426,2.16918887652,-0.875439701357,2.01
1970--6--15.5,-8.5505989086,2.18802271792,-0.826700380778,1.95
1970--6--15.5416666667,-8.36056697572,2.2055029264,-0.792550975448,1.89
1970--6--15.5833333333,-8.17468436822,2.22155672826,-0.774714852061,1.77
1970--6--15.625,-7.99179889999,2.23529068272,-0.758525229941,1.68
1970--6--15.6666666667,-7.81218875115,2.24721769952,-0.530167206687,1.59
