time,lower,upper,prediction,ground_truth
1970--5--2.95833333333,-0.169418037031,2.31531375695,0.940090526476,-0.39
1970--5--3,-0.192512000405,2.317913606,0.923054213938,-0.39
1970--5--3.04166666667,-0.214859535356,2.3210198778,0.916810013277,-0.42
1970--5--3.08333333333,-0.237615011276,2.32415659893,0.910362711599,-0.39
1970--5--3.125,-0.25938513164,2.32701973216,0.900058164837,-0.39
1970--5--3.16666666667,-0.280796443629,2.32984952618,0.893977776219,-0.39
1970--5--3.20833333333,-0.301849314865,2.33264743327,0.887954562913,-0.39
1970--5--3.25,-0.322890339646,2.33512449186,0.877597154951,-0.42
1970--5--3.29166666667,-0.344348995679,2.3376410736,0.87141565912,-0.42
1970--5--3.33333333333,-0.365459818017,2.34013579613,0.865420817687,-0.42
1970--5--3.375,-0.386394342049,2.34246302948,0.85517604206,-0.42
1970--5--3.41666666667,-0.40731475696,2.34446924798,0.849280664455,-0.45
1970--5--3.45833333333,-0.428648420085,2.3465105692,0.843184021987,-0.45
1970--5--3.5,-0.449650046592,2.34854503105,0.832886437703,-0.42
1970--5--3.54166666667,-0.469902642053,2.35022792397,-0.0625938242863,-0.42
1970--5--3.58333333333,-0.490145441979,2.35159628376,-0.0682405371964,-0.42
1970--5--3.625,-0.510227407891,2.352814352,-0.0737115694806,-0.45
1970--5--3.66666666667,-0.530574100379,2.35423351905,-0.0799139726064,-0.33
1970--5--3.70833333333,-0.548539041055,2.35482747191,-0.0819256817946,-0.3
1970--5--3.75,-0.56597733783,2.35497632375,-0.0847459791551,-0.27
1970--5--3.79166666667,-0.582760460792,2.35486412505,-0.0870439955311,-0.24
1970--5--3.83333333333,-0.598293555297,2.35515564648,-0.0888408597388,-0.21
1970--5--3.875,-0.613217940014,2.35522767432,-2.36981609988,-0.18
1970--5--3.91666666667,-0.627712878286,2.35494070416,-2.35779994358,1.42108547152e-14
1970--5--3.95833333333,-0.639242872093,2.35395619237,-2.3365276148,0.24
1970--5--4,-0.64726602502,2.35241822879,-2.31270631327,0.48
1970--5--4.04166666667,-0.652290130253,2.35074661028,-2.29208682982,0.96
1970--5--4.08333333333,-0.653143765586,2.3500057028,-2.25910465826,1.32
1970--5--4.125,-0.652384715398,2.35138995209,-2.22395729911,1.71
1970--5--4.16666666667,-0.651815167821,2.35632500771,-2.1883979766,2.1
1970--5--4.20833333333,-0.653373433871,2.36660894326,-2.14499720731,2.37
1970--5--4.25,-0.6576737514,2.38157241533,-2.10051850667,2.64
1970--5--4.29166666667,-0.665938711854,2.40185973927,0.819640462454,3.03
1970--5--4.33333333333,-0.682046414305,2.43154280235,0.847462611909,3.36
1970--5--4.375,-0.706465487774,2.47058616448,0.87485124499,3.66
1970--5--4.41666666667,-0.739702445408,2.51894665718,0.904796449415,3.96
1970--5--4.45833333333,-0.78305840777,2.57713143741,-1.50812097102,4.23
1970--5--4.5,-0.83598626118,2.64448815768,-1.45800866259,4.47
1970--5--4.54166666667,-0.897693826759,2.7196218184,0.475873792472,4.65
1970--5--4.58333333333,-0.965057736354,2.79976173073,0.941461979576,4.89
1970--5--4.625,-1.04172079155,2.88755510043,0.965269704336,5.1
1970--5--4.66666666667,-1.12591662977,2.98145940043,0.990099059966,5.28
1970--5--4.70833333333,-1.21542527464,3.0799619619,1.00668815867,5.46
1970--5--4.75,-1.31081885327,3.18243791825,1.03352182992,5.58
1970--5--4.79166666667,-1.40812093008,3.28556169511,1.0604954593,5.73
1970--5--4.83333333333,-1.51057945438,3.39003391896,1.08149560993,5.85
1970--5--4.875,-1.61533037549,3.49496354953,1.11000594098,6.0
1970--5--4.91666666667,-1.72424600371,3.6022117566,1.19368868505,6.09
1970--5--4.95833333333,-1.8331390685,3.70862398626,1.21573072512,6.15
1970--5--5,-1.94007127319,3.81283968636,1.24247548564,6.15
