time,lower,upper,prediction,ground_truth
1970--4--13.9166666667,21.3543313446,28.3928990194,28.2910795814,41.5
1970--4--13.9583333333,21.2409400101,28.3317500045,28.1999671215,41.2
1970--4--14,21.1298273941,28.26857057,28.1071749446,41.2
1970--4--14.0416666667,20.918327122,28.1052983592,27.916645195,40.7
1970--4--14.0833333333,20.808602199,28.0392916143,27.8213534438,40.3
1970--4--14.125,20.700409275,27.9706859867,27.7240745743,40.0
1970--4--14.1666666667,20.5929532732,27.9001575393,27.6261155785,39.8
1970--4--14.2083333333,20.4858660671,27.8284035809,27.5255290226,39.5
1970--4--14.25,20.3826214427,27.755838272,27.4282982187,39.3
1970--4--14.2916666667,20.2772143725,27.6813951416,27.3285092888,39.1
1970--4--14.3333333333,20.172543879,27.606042431,27.2281773119,38.9
1970--4--14.375,20.0685594319,27.5298095026,27.1273325636,38.7
1970--4--14.4166666667,19.9652128644,27.4527240651,27.0260031421,38.4
1970--4--14.4583333333,19.8628708143,27.3743445506,26.9232081893,38.1
1970--4--14.5,19.7614326384,27.2947257949,26.8195265255,37.8
1970--4--14.5416666667,19.6608032013,27.2139191628,26.7150070697,37.5
1970--4--14.5833333333,19.5611510484,27.132089601,26.6096953309,37.1
1970--4--14.625,19.4621613823,27.0486455354,26.5027165082,36.7
1970--4--14.6666666667,19.3641936905,26.9639031315,26.3946177554,36.3
1970--4--14.7083333333,19.2668546292,26.8778154155,26.2854606964,35.8
1970--4--14.75,19.1699355552,26.7899834455,26.1744534736,35.4
1970--4--14.7916666667,19.0735980713,26.7010817122,26.0629495159,35.0
1970--4--14.8333333333,18.9774843617,26.6110437421,25.9505630708,34.6
1970--4--14.875,18.881971533,26.5201776102,25.8373402667,34.3
1970--4--14.9166666667,18.7869195279,26.4288114568,25.7240977978,33.9
1970--4--14.9583333333,18.6920583892,26.3365777064,25.6096937905,33.8
1970--4--15,18.5972648846,26.2443079766,25.4967953774,33.8
1970--4--15.0416666667,18.5022586888,26.1521519706,25.3849724871,32.8
1970--4--15.0833333333,18.4077476565,26.0579387475,25.2665966871,32.5
1970--4--15.125,18.3137107026,25.96346939,25.1823986317,32.2
1970--4--15.1666666667,18.2201356683,25.8687493105,25.095382563,31.9
1970--4--15.2083333333,18.1270106684,25.7737837554,25.0052040761,31.6
1970--4--15.25,18.0343240851,25.6785778121,24.9111692892,31.4
1970--4--15.2916666667,17.9421859102,25.5833283897,24.8151863422,31.1
1970--4--15.3333333333,17.8508110428,25.487915696,24.7161910679,30.9
1970--4--15.375,17.7600111275,25.3924423299,24.5964551648,30.7
1970--4--15.4166666667,17.6697978875,25.296900621,24.4768667765,30.4
1970--4--15.4583333333,17.5803870994,25.201168318,24.3567696965,30.2
1970--4--15.5,17.4919627055,25.1054006753,24.2371478742,30.0
1970--4--15.5416666667,17.4045564654,25.0095772182,24.1176661022,29.7
1970--4--15.5833333333,17.318415068,24.9135541867,23.9976974475,29.5
1970--4--15.625,17.3333543338,24.9174328741,23.9781821165,29.2
1970--4--15.6666666667,17.2489781226,24.8209087919,23.8575952777,28.9
1970--4--15.7083333333,17.1654918147,24.7241241025,23.7371702393,28.7
1970--4--15.75,17.0835887809,24.6272020372,23.6171895591,28.4
1970--4--15.7916666667,17.0030680213,24.5299863431,23.4967746183,28.2
1970--4--15.8333333333,16.9237369542,24.4325858493,23.376792394,27.9
1970--4--15.875,16.8458326038,24.3348516568,23.2563896966,27.7
1970--4--15.9166666667,16.7696492676,24.2368700026,23.1364085651,27.4
1970--4--15.9583333333,16.6944386311,24.1385422904,23.0160200604,27.2
1970--4--16,16.7199855818,24.1399965387,21.396753166,27.2
1970--4--16.0416666667,16.6455724923,24.041400108,21.2960910049,26.8
1970--4--16.0833333333,16.5728551759,23.9422670319,21.1951061982,26.5
1970--4--16.125,16.5011094191,23.8427646065,21.0940727559,26.3
1970--4--16.1666666667,16.4301298912,23.7430188313,21.001988309,26.1
1970--4--16.2083333333,16.3593901449,23.6430814584,20.9008882224,26.0
1970--4--16.25,16.2902816494,23.5429018854,22.2768306358,25.8
1970--4--16.2916666667,16.3214165071,23.5425205972,22.2765831226,25.7
1970--4--16.3333333333,16.2527910549,23.4419379605,22.1382296899,25.6
1970--4--16.375,16.1847443093,23.3412172829,22.0195747138,25.5
1970--4--16.4166666667,16.1172796037,23.2403533708,21.9012549963,25.3
1970--4--16.4583333333,16.0500561536,23.139279791,21.7827893136,25.2
1970--4--16.5,16.0828752748,23.1381301948,21.7648828638,25.0
1970--4--16.5416666667,16.0155782577,23.0367161704,20.1804508413,24.9
1970--4--16.5833333333,15.9488700042,22.9351464624,20.0651651788,24.7
1970--4--16.625,15.8823938862,22.8333661359,19.9259527076,24.5
1970--4--16.6666666667,15.8161470377,22.7313750373,19.8102074549,24.3
1970--4--16.7083333333,15.8501267307,22.729172938,19.7945245812,24.1
1970--4--16.75,15.7839515105,22.6267235885,19.6775389703,24.0
1970--4--16.7916666667,15.7134186593,22.5248824245,19.5404053391,23.8
1970--4--16.8333333333,15.6480572254,22.4220581885,19.4250236548,23.6
1970--4--16.875,15.5823529253,22.319118133,19.3096849573,23.6
1970--4--16.9166666667,15.6176442563,22.316019911,19.2969257252,23.6
1970--4--16.9583333333,15.5518646411,22.2130263228,19.1628851627,23.6
1970--4--17,15.4859617437,22.1100696491,19.0520161603,23.6
1970--4--17.0416666667,15.4193774494,22.0072485063,18.9422253353,23.0
1970--4--17.0833333333,15.4548099041,22.0035116304,18.9262397475,22.9
1970--4--17.125,15.3898900412,21.8996640228,18.7925464868,22.9
1970--4--17.1666666667,15.3254285362,21.795732725,18.681382305,22.9
1970--4--17.2083333333,15.2608583669,21.6918256275,18.5712375188,22.9
1970--4--17.25,15.2967456204,21.6878328018,18.5620555634,22.8
1970--4--17.2916666667,15.232292708,21.5837214505,18.4326172595,22.8
1970--4--17.3333333333,15.1671663007,21.4797458354,18.3243352964,22.8
1970--4--17.375,15.1024994448,21.3756826529,18.2169154503,22.7
1970--4--17.4166666667,15.1367621646,21.3717427969,18.2092304849,22.7
1970--4--17.4583333333,15.0705208231,21.2678165797,19.7446293639,22.7
1970--4--17.5,15.0047392201,21.1638043043,19.6421894644,22.7
1970--4--17.5416666667,15.0382854468,21.1599346583,19.6347629129,22.6
1970--4--17.5833333333,14.9709359261,21.056067063,19.3871067871,22.6
1970--4--17.625,14.9034812109,20.9522308443,19.2807518976,22.6
1970--4--17.6666666667,14.8359201766,20.8484271353,19.1745374574,22.5
1970--4--17.7083333333,14.8672985857,20.8447573699,19.1682720433,22.5
1970--4--17.75,14.7987401724,20.7409952388,19.069930219,22.5
1970--4--17.7916666667,14.7300759772,20.6372685851,18.9638932996,22.5
1970--4--17.8333333333,14.7607438059,20.6336943943,18.9579939765,22.4
1970--4--17.875,14.6905257909,20.5301318108,18.8518522337,21.9
1970--4--17.9166666667,14.6176457642,20.4266945592,18.7527499483,21.9
1970--4--17.9583333333,14.6446684798,20.4232982466,18.7465544492,21.9
1970--4--18,14.5706321744,20.3200561773,18.6403090908,21.9
1970--4--18.0416666667,14.4959453521,20.2169696301,18.5342921767,21.6
1970--4--18.0833333333,14.5238347117,20.2131238614,18.5353678527,21.4
1970--4--18.125,14.4503828079,20.109339192,18.4287454007,21.4
1970--4--18.1666666667,14.3762815308,20.0057117109,18.3225330284,21.6
1970--4--18.2083333333,14.4034739358,20.001990825,18.3168213219,21.7
1970--4--18.25,14.3300114924,19.8984304302,18.2184381581,21.9
1970--4--18.2916666667,14.2578061477,19.7947981483,18.1131336819,22.1
1970--4--18.3333333333,14.2857126959,19.7913510365,18.1081479313,22.2
1970--4--18.375,14.2140676542,19.6878313133,18.0005186291,22.4
1970--4--18.4166666667,14.1424973864,19.584520784,17.9057411775,22.4
1970--4--18.4583333333,14.1708102992,19.5812625486,17.9011014563,22.4
1970--4--18.5,14.0986430274,19.4780322141,17.796399259,22.3
1970--4--18.5416666667,14.1259949645,19.4748319119,17.7917290486,22.3
1970--4--18.5833333333,14.052865496,19.3716637529,17.694154038,22.2
1970--4--18.625,13.9792540031,19.2685298248,17.5895079002,22.2
1970--4--18.6666666667,14.0055261533,19.2654531942,17.5850803657,22.2
1970--4--18.7083333333,13.930767973,19.1625308955,17.480589417,22.1
1970--4--18.75,13.8560763139,19.059529649,17.382999342,22.1
1970--4--18.7916666667,13.8807199972,19.0567069477,17.3787177159,22.1
1970--4--18.8333333333,13.8048829066,18.9539249514,17.2743718246,22.0
1970--4--18.875,13.8280214787,18.9513008186,17.2700549831,22.0
1970--4--18.9166666667,13.7506780942,18.8487221792,17.1725345391,21.9
1970--4--18.9583333333,13.6723142411,18.7463029072,17.0682387946,21.9
1970--4--19,13.6932992951,18.7440611173,17.064156483,21.9
1970--4--19.0416666667,13.6138037623,18.6418689947,16.9600090969,21.8
1970--4--19.0833333333,13.6348924205,18.639509982,16.962557198,21.8
1970--4--19.125,13.5565721687,18.5369768529,16.8584293806,21.8
1970--4--19.1666666667,13.5786736738,18.5343970355,16.8545125214,21.7
1970--4--19.2083333333,13.4983233614,18.4321877379,16.7503466037,21.7
1970--4--19.25,13.4168050981,18.3302608093,16.6530538025,21.7
1970--4--19.2916666667,13.4336191092,18.3287034426,16.6492727258,21.6
1970--4--19.3333333333,13.3521855113,18.2266834332,16.5452423909,21.6
1970--4--19.375,13.368054922,18.2252303915,16.5415114198,21.6
1970--4--19.4166666667,13.2834506554,18.1238328457,16.4441933993,21.5
1970--4--19.4583333333,13.2983733012,18.1224912312,16.4403877767,21.5
1970--4--19.5,13.2133269208,18.0211164422,16.3366067855,21.5
1970--4--19.5416666667,13.2281709958,18.019815017,16.333031223,21.4
1970--4--19.5833333333,13.1426819648,17.9184648352,16.2354346432,21.4
1970--4--19.625,13.0575880853,17.8170973404,16.1318748738,21.3
1970--4--19.6666666667,13.072022144,17.8157870735,16.1282480435,20.8
1970--4--19.7083333333,12.9846012418,17.7144174727,16.0237537028,20.6
1970--4--19.75,12.9963079557,17.7131202944,16.0256117028,20.3
1970--4--19.7916666667,12.9068262789,17.6118439952,15.9209725758,20.1
1970--4--19.8333333333,12.9169475258,17.6105724349,15.9164506278,20.0
1970--4--19.875,12.8266653834,17.5093108999,15.8118712415,19.8
1970--4--19.9166666667,12.8359736487,17.5080645981,15.8131159864,19.9
1970--4--19.9583333333,12.7447166298,17.4069545508,15.7087324554,20.1
1970--4--20,12.7542188312,17.4058474513,15.7048051582,22.4
1970--4--20.0416666667,12.6712794369,17.3053711515,15.6047554368,25.3
1970--4--20.0833333333,12.6900661123,17.3097518584,15.613679759,26.3
1970--4--20.125,12.6061018554,17.2169298629,15.5165568181,27.3
1970--4--20.1666666667,12.6181918446,17.2277322489,15.520739862,28.9
1970--4--20.2083333333,12.5234159732,17.1449762944,15.3223473599,30.9
1970--4--20.25,12.5180412169,17.1735460629,15.3319463435,32.3
1970--4--20.2916666667,12.402297648,17.1112606998,15.2424523365,32.9
1970--4--20.3333333333,12.3795552477,17.1530587737,15.2529396017,33.4
1970--4--20.375,12.2514857317,17.096931505,15.169685108,33.8
1970--4--20.4166666667,12.2189707278,17.14328867,15.1810602,34.4
1970--4--20.4583333333,12.0809652862,17.0930046243,15.0757379469,35.0
1970--4--20.5,12.0363327404,17.1475134367,15.1064353799,35.6
1970--4--20.5416666667,11.8859746901,17.1058505192,15.020192673,36.2
1970--4--20.5833333333,11.8283066695,17.1686152071,15.0349429281,36.7
1970--4--20.625,11.6659347432,17.1340513037,14.9500093136,37.0
1970--4--20.6666666667,11.6002601206,17.2009428406,14.9653847231,37.3
1970--4--20.7083333333,11.4327740669,17.1680667192,11.6440859964,37.6
1970--4--20.75,11.3620427724,17.236230437,11.6396410738,37.8
1970--4--20.7916666667,11.1907854452,17.2043346401,17.3121782237,38.0
1970--4--20.8333333333,11.1174121488,17.2735458482,17.5563260998,38.3
1970--4--20.875,11.041903508,17.3438304297,17.6382415307,38.7
1970--4--20.9166666667,10.8626853489,17.3160123694,17.620091146,39.4
1970--4--20.9583333333,10.77265036,17.3951795701,19.1718126663,40.1
1970--4--21,10.5730805629,17.3800830081,19.178671695,40.4
1970--4--21.0416666667,10.4695114808,17.4667810684,19.3288779949,41.7
1970--4--21.0833333333,10.2430213071,17.4666049614,19.3855634962,42.4
1970--4--21.125,10.1031678571,17.5729906281,19.5149515789,43.0
1970--4--21.1666666667,9.85424084477,17.582896676,19.5292147527,43.6
1970--4--21.2083333333,9.69325802704,17.6976675011,19.7433100445,43.8
1970--4--21.25,9.53310227426,17.8095273236,19.8271075129,44.1
1970--4--21.2916666667,9.27076820188,17.8204152952,19.8068298911,44.3
1970--4--21.3333333333,9.10601895579,17.9304197376,19.8808611887,43.9
1970--4--21.375,8.85674765527,17.9305592785,19.9077366659,43.4
1970--4--21.4166666667,8.72146628742,18.0222404721,19.9233291966,43.1
1970--4--21.4583333333,8.49679595305,18.0072517787,19.8323711777,42.8
1970--4--21.5,8.3798145031,18.0872987717,19.8382126993,42.1
1970--4--21.5416666667,8.27990743573,18.1579520129,19.8862370371,41.2
1970--4--21.5833333333,8.09853616692,18.11849536,19.7460655161,40.3
1970--4--21.625,8.03164687313,18.1707702786,19.6990846026,39.4
1970--4--21.6666666667,7.87861264343,18.1152005767,19.5418715458,38.5
1970--4--21.7083333333,7.83625374855,18.1533760266,19.5175328442,37.5
1970--4--21.75,7.80491156604,18.1845095061,19.4407889793,36.6
1970--4--21.7916666667,7.68178901477,18.109968119,17.88,35.7
1970--4--21.8333333333,7.66529465543,18.1333269217,17.64,34.9
1970--4--21.875,7.55407998307,18.0531546441,19.0103693741,34.1
1970--4--21.9166666667,7.54689140282,18.0704281929,18.9231947843,33.3
1970--4--21.9583333333,7.54326729782,18.084838462,18.8334686815,32.6
1970--4--22,7.4421579831,17.9970365308,18.6446140087,32.4
1970--4--22.0416666667,7.44126128699,18.008660477,16.7538168909,31.2
1970--4--22.0833333333,7.34303841789,17.9170240108,16.5202550552,30.6
1970--4--22.125,7.34589918176,17.9244635134,16.3268821276,30.0
1970--4--22.1666666667,7.3494389334,17.9306484058,16.2317264381,29.4
1970--4--22.2083333333,7.25311887046,17.8355481263,16.0385068457,28.9
1970--4--22.25,7.2570477747,17.8398535196,15.9578927298,28.4
1970--4--22.2916666667,7.16075220741,17.7432646608,15.6797128885,27.8
1970--4--22.3333333333,7.16404448479,17.7458575619,15.600461378,27.4
1970--4--22.375,7.1669336367,17.747874992,15.5270966508,26.9
1970--4--22.4166666667,7.06910398363,17.64920024,15.351911394,26.5
1970--4--22.4583333333,7.071153949,17.6503270877,15.1978381456,26.0
1970--4--22.5,7.07253676346,17.6509880605,15.127363126,25.6
1970--4--22.5416666667,6.97341654351,17.5513631053,15.0195812891,25.1
1970--4--22.5833333333,6.97372587175,17.5514811583,14.8948556286,24.6
1970--4--22.625,6.87339604304,17.4513720667,14.6456412535,24.1
1970--4--22.6666666667,6.87270210153,17.4511690162,14.5810074407,23.6
1970--4--22.7083333333,6.8712393699,17.4507962883,14.5143019189,23.2
1970--4--22.75,6.76970519601,17.3504557535,14.3500962449,22.8
1970--4--22.7916666667,6.76811968717,17.3501385727,14.2017773973,22.4
1970--4--22.8333333333,6.76606591475,17.3497751375,13.02,22.1
1970--4--22.875,6.66395290585,17.2494391666,12.83,21.7
1970--4--22.9166666667,6.66136023047,17.2490626597,12.7701013851,21.4
1970--4--22.9583333333,6.65870121705,17.2487174215,12.7178139158,21.1
1970--4--23,6.55466529331,17.1482219026,12.56862135,20.8
1970--4--23.0416666667,6.54926471869,17.1475698255,12.4904879404,20.3
1970--4--23.0833333333,6.54547420672,17.1472269203,12.4261753615,20.0
1970--4--23.125,6.44113893356,17.0468757721,12.2760347871,19.7
1970--4--23.1666666667,6.43674833441,17.0465516327,12.2346724429,19.4
1970--4--23.2083333333,6.43179566123,17.0462282076,12.1446374029,19.2
1970--4--23.25,6.32678506113,16.9459334157,12.0058852156,18.9
1970--4--23.2916666667,6.32122700825,16.9456319516,11.9689693499,18.6
1970--4--23.3333333333,6.31508156559,16.9453444048,11.9281373406,18.4
1970--4--23.375,6.20837199436,16.8450585403,11.7487437428,18.2
1970--4--23.4166666667,6.20162766467,16.8447891762,11.7185894982,18.0
1970--4--23.4583333333,6.19481602212,16.8445536872,11.6863212612,17.8
1970--4--23.5,6.08742762165,16.7443263192,11.55447186,17.5
1970--4--23.5416666667,6.07945599742,16.7441102453,11.4833252078,17.3
1970--4--23.5833333333,6.0714116789,16.7439310574,11.4525246656,17.0
1970--4--23.625,5.96221620482,16.6437682039,11.3183477354,16.6
1970--4--23.6666666667,5.95290554969,16.6436659334,11.2831038121,16.3
1970--4--23.7083333333,5.94295005411,16.6436087679,11.2070233448,16.0
1970--4--23.75,5.83180528106,16.5435883185,11.0701873527,15.7
1970--4--23.7916666667,5.82057742702,16.5436105863,11.8847182517,15.4
1970--4--23.8333333333,5.80814034936,16.543679969,11.8457847339,15.2
1970--4--23.875,5.69561655951,16.4437939457,11.7080558094,15.0
1970--4--23.9166666667,5.68304751848,16.4439278696,11.672070461,14.9
1970--4--23.9583333333,5.67098766617,16.4440862128,11.5813985568,14.9
1970--4--24,5.55947864292,16.3442446627,11.4489112525,14.9
1970--4--24.0416666667,5.54855596891,16.3443824492,11.4190825468,14.3
1970--4--24.0833333333,5.53574087463,16.3446398909,11.3828166541,14.2
1970--4--24.125,5.52345121795,16.3449140469,11.2966457811,14.0
1970--4--24.1666666667,5.41052024183,16.2452296629,11.1641594239,14.0
1970--4--24.2083333333,5.39875676957,16.2455139111,11.1352742112,13.9
1970--4--24.25,5.38638423203,16.2458187867,11.1058872889,13.9
1970--4--24.2916666667,5.27457896939,16.1461159192,10.9273366887,13.8
1970--4--24.3333333333,5.26334356393,16.1464047196,10.9010901711,13.8
1970--4--24.375,5.25210287817,16.1466906059,10.8758636644,13.7
1970--4--24.4166666667,5.24025107847,16.1469976903,10.8505393519,13.7
1970--4--24.4583333333,5.12897156472,16.047295855,10.6773254582,13.7
1970--4--24.5,5.11829305493,16.0475673184,10.6557901582,13.6
1970--4--24.5416666667,5.10816565066,16.0478458494,10.633502445,13.6
1970--4--24.5833333333,4.99803382618,15.948122063,10.512525605,13.1
1970--4--24.625,4.98604136177,15.9484897214,10.5105146232,12.9
1970--4--24.6666666667,4.97340131538,15.9489006895,10.4190897877,12.7
1970--4--24.7083333333,4.9601099947,15.9493566679,10.3959028017,12.5
1970--4--24.75,4.84675565579,15.849847508,10.2725648348,12.3
1970--4--24.7916666667,4.83277273168,15.8503660949,10.2058767668,12.2
1970--4--24.8333333333,4.81875318784,15.8509002657,10.1838822739,12.1
1970--4--24.875,4.70469748704,15.7514498062,10.0621536844,12.1
1970--4--24.9166666667,4.69065950559,15.7519755557,10.042467685,12.0
1970--4--24.9583333333,4.67598839345,15.7525294932,9.98005817881,11.9
1970--4--25,4.66008619486,15.7531234294,9.96014919213,11.5
1970--4--25.0416666667,4.5410661894,15.6538604642,9.83783313677,11.4
1970--4--25.0833333333,4.52501995427,15.6545293376,9.81790263912,11.3
1970--4--25.125,4.50893346429,15.6552139429,9.75831472737,11.2
1970--4--25.1666666667,4.49159865738,15.6559441312,9.7385602382,11.1
1970--4--25.2083333333,4.37301303838,15.5567183517,9.61898005123,11.1
1970--4--25.25,4.35444251627,15.5574612374,9.60118802332,11.1
1970--4--25.2916666667,4.33645716128,15.5581851268,8.69129461822,11.0
1970--4--25.3333333333,4.3172177627,15.5589503212,8.677959358,11.0
1970--4--25.375,4.19735799175,15.4597186428,8.56652312099,11.0
1970--4--25.4166666667,4.17811490559,15.4604435036,8.54572097702,11.0
1970--4--25.4583333333,4.15885322465,15.4611609811,8.53667073425,10.9
1970--4--25.5,4.13833309267,15.4619150624,8.52632042544,10.9
1970--4--25.5416666667,4.01719061305,15.3626684725,8.41751519146,10.9
1970--4--25.5833333333,3.9972662723,15.3633711345,8.39855806285,10.9
1970--4--25.625,3.97671949899,15.3640731837,8.67929353335,10.8
1970--4--25.6666666667,3.95490942272,15.3648069825,8.66888996847,10.8
1970--4--25.7083333333,3.83307498438,15.2655315591,8.5378615899,10.8
1970--4--25.75,3.81185808608,15.2662134055,8.52994944484,10.8
1970--4--25.7916666667,3.79001653203,15.2668907443,8.52180142579,10.4
1970--4--25.8333333333,3.76497130014,15.2676978356,8.50989340408,10.4
1970--4--25.875,3.64049455136,15.1684905056,8.3800281108,10.4
1970--4--25.9166666667,3.61905829292,15.169218431,8.37199680031,10.4
1970--4--25.9583333333,3.59698833415,15.1699438167,8.3637471706,10.4
1970--4--26,3.57489241568,15.1706601845,8.35576971479,10.4
1970--4--26.0416666667,3.45216135743,15.0713720752,8.22945948652,10.4
1970--4--26.0833333333,3.43127351336,15.0720322514,8.22310864301,10.4
1970--4--26.0833333333,3.41159086453,15.0726715876,8.21649323851,10.4
1970--4--26.1666666667,3.39192193202,15.0732789954,8.21101187695,10.5
1970--4--26.2083333333,3.37039233173,15.0738931011,8.18841030149,10.5
1970--4--26.25,3.24822702304,14.9745012032,8.08298834889,10.5
1970--4--26.2916666667,3.22486384971,14.9750705434,8.07863563226,10.6
