time,lower,upper,prediction,ground_truth
1970--6--15.7083333333,-7.63661563605,2.25753533362,-0.513521454547,1.5
1970--6--15.75,-7.46445143669,2.26621390915,-0.484997451152,1.41
1970--6--15.7916666667,-7.29594211101,2.27336458191,-0.472447436217,1.32
1970--6--15.8333333333,-7.13131319032,2.27909731155,-0.460756496258,1.23
1970--6--15.875,-6.97077290169,2.28352122317,-0.433109848413,1.2
1970--6--15.9166666667,-6.8146097544,2.28739918268,-0.422228397207,1.17
1970--6--15.9583333333,-6.66334039957,2.29087633354,-0.411715311679,1.14
1970--6--16,-6.5175080292,2.29411025926,-0.401561996998,1.11
1970--6--16.0416666667,-6.37820972826,2.29737115181,-0.37565523717,1.14
1970--6--16.0833333333,-6.24122644827,2.30052756197,-0.365390376267,1.14
1970--6--16.125,-6.11052174445,2.30406982891,-0.35547634228,1.17
1970--6--16.1666666667,-5.985282783,2.3082078071,-0.34526413234,1.17
1970--6--16.2083333333,-5.86527945614,2.31262998581,-0.319717860011,1.2
1970--6--16.25,-5.75020347684,2.31763484867,69.479681821,1.17
1970--6--16.2916666667,-5.64186665527,2.32299697961,-0.300262982418,1.2
1970--6--16.3333333333,-5.54077737401,2.32949199173,-0.29040893754,1.23
1970--6--16.375,-5.44639882555,2.33705260819,-0.28047167602,1.23
1970--6--16.4166666667,-5.35330410841,2.34433169852,-0.270868943442,1.26
1970--6--16.4583333333,-5.26402460258,2.35215946747,-0.260974262939,1.26
1970--6--16.5,-5.17834198071,2.36019621148,-0.251410053031,1.29
1970--6--16.5416666667,-5.09646753356,2.3688239452,-0.241556342307,1.26
1970--6--16.5833333333,-5.01798763769,2.37734113302,-0.901018045558,1.14
1970--6--16.625,-4.94069626522,2.38442074698,-0.8984510118,1.08
1970--6--16.6666666667,-4.86446495398,2.39069829467,-0.895888970467,0.99
1970--6--16.7083333333,-4.78810440894,2.3956790467,-0.893512015385,0.9
1970--6--16.75,-4.71233043816,2.39954267672,-0.891272638225,0.81
1970--6--16.7916666667,-4.63726518188,2.40235416456,-0.889168874421,0.72
1970--6--16.8333333333,-4.56243732213,2.40405578587,-0.887198789571,0.66
1970--6--16.875,-4.48909613309,2.40519007683,-0.885275442239,0.57
1970--6--16.9166666667,-4.41675726004,2.40544058094,-0.883525576817,0.57
1970--6--16.9583333333,-4.3458991918,2.40565335191,-0.881653451176,0.6
1970--6--17,-4.27822082965,2.406437209,-0.879702067852,0.63
1970--6--17.0416666667,-4.21313178323,2.40768370787,-0.877713453061,0.51
1970--6--17.0833333333,-4.14685020324,2.40742086664,-0.876106882781,0.48
1970--6--17.125,-4.08331408171,2.40720636744,-0.874420070398,0.51
1970--6--17.1666666667,-4.02292794146,2.40759565897,-0.872613432961,0.54
1970--6--17.2083333333,-3.96452215607,2.40835572329,-0.870769811472,0.54
1970--6--17.25,-3.90875328432,2.40940146047,-0.868972313917,0.57
1970--6--17.2916666667,-3.85437807968,2.41071656605,-0.867096420292,0.57
1970--6--17.3333333333,-3.80262217451,2.41232649851,-0.865266760263,0.57
1970--6--17.375,-3.75290607998,2.41412174368,-0.863441766614,0.6
1970--6--17.4166666667,-3.70513823364,2.4163184857,-0.861538492563,0.6
1970--6--17.4583333333,-3.65882927054,2.4185969734,-0.859681485603,0.63
1970--6--17.5,-3.61445322082,2.42128169245,-0.857746216509,0.63
1970--6--17.5416666667,-3.57152403424,2.42405424312,-0.855857323088,0.63
1970--6--17.5833333333,-3.53059021189,2.42701941882,-0.853973234757,0.66
1970--6--17.625,-3.49100997009,2.43029087978,-0.852010998778,0.45
1970--6--17.6666666667,-3.44977728418,2.43156943463,-0.850668872326,0.33
1970--6--17.7083333333,-3.40784716693,2.43174779219,-0.849364723199,0.24
1970--6--17.75,-3.36571137327,2.43115260017,-0.848141026372,0.15
