time,lower,upper,prediction,ground_truth
1970--6--26.125,-83.99,6.76737398981,-0.71132902836,5.28
1970--6--26.1666666667,-49.6385705571,6.80255029206,-0.695152443011,5.04
1970--6--26.2083333333,-42.7990780432,6.83436424107,-0.687976503705,4.89
1970--6--26.25,-39.5838651638,6.86403873391,-0.680917888733,4.77
1970--6--26.2916666667,-37.3371019955,6.89209496949,-0.674032509091,4.68
1970--6--26.3333333333,-35.6149237806,6.91893049897,-0.667267159349,4.65
1970--6--26.375,-34.2817197974,6.9451480355,-0.660467210218,4.62
1970--6--26.4166666667,-33.1595876793,6.97083153375,-0.653736532685,4.59
1970--6--26.4583333333,-32.1835210186,6.99599322146,-0.647074616352,4.53
1970--6--26.5,-31.318402046,7.02027852542,-0.640582217124,4.53
1970--6--26.5416666667,-30.5482488395,7.04436707638,-0.63400559444,4.47
1970--6--26.5833333333,-29.8454808423,7.06761297836,-0.627647106672,4.41
1970--6--26.625,-29.121756063,7.09049869824,-0.621404085667,4.38
1970--6--26.6666666667,-28.4385121366,7.11304745378,-0.615176730019,4.29
1970--6--26.7083333333,-27.7725068286,7.13478009365,-0.609210365287,4.23
1970--6--26.75,-27.1310905983,7.15598353757,-0.603306559176,4.14
1970--6--26.7916666667,-26.5186804327,7.17636036694,-0.59760924642,4.08
1970--6--26.8333333333,-25.9433259507,7.1961349664,-0.591972664891,4.02
1970--6--26.875,-25.3944132632,7.21537453755,-0.586443985103,3.96
1970--6--26.9166666667,-24.8756767152,7.23404357124,-0.581022080517,3.93
1970--6--26.9583333333,-24.3903657166,7.25234110197,-0.575613150933,3.93
1970--6--27,-23.9248226052,7.27059789315,-0.570171190703,3.96
1970--6--27.0416666667,-23.4873306507,7.28894919694,-0.564650011514,3.87
1970--6--27.0833333333,-23.0715060496,7.30648280356,-0.559465605617,3.84
1970--6--27.125,-22.6765976426,7.32366677079,-0.554247199154,3.87
1970--6--27.1666666667,-22.3051190933,7.34090172256,-0.548904534756,3.84
1970--6--27.2083333333,-21.9461057625,7.35783650814,-0.543711833469,3.84
1970--6--27.25,-21.6060782081,7.37460497484,-0.538486270963,3.84
1970--6--27.2916666667,-21.2796454356,7.39125248898,-0.533273475413,3.84
1970--6--27.3333333333,-20.965593265,7.40777990862,-0.528073398901,3.81
1970--6--27.375,-20.6753739336,7.42380223878,-0.522976344923,3.78
1970--6--27.4166666667,-20.3916378471,7.43954752856,-0.517936444076,3.75
1970--6--27.4583333333,-20.119949959,7.45493361426,-0.512953297243,3.78
1970--6--27.5,-19.8564161712,7.4704184103,-0.507848131993,3.9
1970--6--27.5416666667,-19.5977221343,7.48667145419,-0.502440080542,4.29
1970--6--27.5833333333,-19.3524998635,7.50567726486,-0.496023322679,4.47
1970--6--27.625,-19.1140539505,7.52602859309,-0.489651255365,4.5
1970--6--27.6666666667,-18.8786113609,7.54649989501,-0.483484606562,4.59
1970--6--27.7083333333,-18.6499980569,7.56755329747,-0.477091492347,4.71
1970--6--27.75,-18.417030866,7.58964206391,-0.47046882383,5.19
1970--6--27.7916666667,-18.2027691972,7.61606980348,-0.46244488705,5.31
1970--6--27.8333333333,-17.9920746095,7.64350511907,-0.454832022256,5.19
1970--6--27.875,-17.7768217138,7.66945751511,-0.447862902096,5.19
1970--6--27.9166666667,-17.5636778847,7.69514772029,-0.440704688096,5.19
1970--6--27.9583333333,-17.3505728054,7.72060885071,-0.433565399083,5.16
1970--6--28,-17.1385622301,7.74552634275,-0.426547427081,4.95
1970--6--28.0416666667,-16.9224309627,7.76827457161,-0.420203346345,4.71
1970--6--28.0833333333,-16.6987398451,7.78884921496,-0.414309022023,4.65
1970--6--28.125,-16.4764062996,7.80877524807,-0.408229821759,4.62
1970--6--28.1666666667,-16.2578778247,7.82828059676,-0.402165388012,4.68
