time,lower,upper,prediction,ground_truth
1970--5--19.625,-0.697981884414,-0.477620328709,0.89170740862,-0.48
1970--5--19.6666666667,-0.698090763044,-0.476273550382,0.889937797538,-0.48
1970--5--19.7083333333,-0.697913646828,-0.474898162069,0.889741464107,-0.48
1970--5--19.75,-0.697717908179,-0.473541135468,0.8895781402,-0.48
1970--5--19.7916666667,-0.69750384148,-0.4722021764,0.889381798546,-0.48
1970--5--19.8333333333,-0.697271726394,-0.470881005411,0.889185452403,-0.48
1970--5--19.875,-0.697021828665,-0.469577356959,0.888955968331,-0.48
1970--5--19.9166666667,-0.696358426862,-0.468370360277,0.888726478127,-0.48
1970--5--19.9583333333,-0.695672878611,-0.467185141691,0.88849698179,-0.48
1970--5--20,-0.694965341991,-0.466021543474,0.888234225549,-0.48
1970--5--20.0416666667,-0.694235961324,-0.464879421659,0.887938088428,-0.48
1970--5--20.0833333333,-0.693484867585,-0.463758645623,0.887675315086,-0.48
1970--5--20.125,-0.693123285724,-0.462564877874,0.887379158691,-0.48
1970--5--20.1666666667,-0.692745351784,-0.461387203743,0.887082992081,-0.45
1970--5--20.2083333333,-0.69219752431,-0.459756950157,0.886885080673,-0.45
1970--5--20.25,-0.691618366079,-0.458157521575,0.886621342008,-0.45
1970--5--20.2916666667,-0.691008305077,-0.456588490574,0.886357595243,-0.45
1970--5--20.3333333333,-0.690367738134,-0.455049460886,0.886093840378,-0.45
1970--5--20.375,-0.689697032581,-0.453540065743,0.885830077411,-0.45
1970--5--20.4166666667,-0.688996527739,-0.452059966386,0.885566306343,-0.45
1970--5--20.4583333333,-0.688266536263,-0.450608850722,0.885269025619,-0.45
1970--5--20.5,-0.687507345349,-0.449186432117,0.885005237317,-0.45
1970--5--20.5416666667,-0.686719217818,-0.447792448312,0.88470793717,-0.45
1970--5--20.5833333333,-0.685902393083,-0.446426660455,0.884410626729,-0.45
1970--5--20.625,-0.68450553615,-0.445320863012,0.884146812057,-0.45
1970--5--20.6666666667,-0.683072368048,-0.444250733387,0.883849482189,-0.45
1970--5--20.7083333333,-0.681602756723,-0.443216404469,0.883552142025,-0.45
1970--5--20.75,-0.680096536305,-0.442218042956,0.883254791565,-0.45
1970--5--20.7916666667,-0.678553506298,-0.441255850178,0.882788087145,-0.45
1970--5--20.8333333333,-0.676973430583,-0.440330063081,0.882457078947,-0.45
1970--5--20.875,-0.675356036253,-0.439440955405,0.882092306144,-0.45
1970--5--20.9166666667,-0.673701012237,-0.438588839049,0.881693644908,-0.45
1970--5--20.9583333333,-0.672603027524,-0.437499192805,0.881294965164,-0.45
1970--5--21,-0.671476834816,-0.436437259527,0.880862270779,-0.45
1970--5--21.0416666667,-0.669719325228,-0.435685868972,0.880395436305,-0.45
1970--5--21.0833333333,-0.667922929736,-0.434972729066,0.879996696282,-0.45
1970--5--21.125,-0.666087140761,-0.434298348214,0.879597937743,-0.45
1970--5--21.1666666667,-0.664211401078,-0.433663284469,0.879233043463,-0.45
1970--5--21.2083333333,-0.662295100644,-0.433068148699,0.878868133676,-0.45
1970--5--21.25,-0.660337573019,-0.432513608171,0.878536974337,-0.45
1970--5--21.2916666667,-0.658338091323,-0.432000390593,0.878205802226,-0.45
1970--5--21.3333333333,-0.656295863679,-0.431529288663,0.877840848782,-0.45
1970--5--21.375,-0.654210028062,-0.431101165234,0.877475879826,-0.45
1970--5--21.4166666667,-0.652079646465,-0.430716959137,0.877144666788,-0.45
1970--5--21.4583333333,-0.649903698285,-0.430377691797,0.876813440974,-0.45
1970--5--21.5,-0.647681072808,-0.430084474754,0.876448428345,-0.42
1970--5--21.5416666667,-0.645668084424,-0.429275197918,0.87611470549,-0.42
1970--5--21.5833333333,-0.64360143857,-0.428518774629,0.87574836821,-0.42
1970--5--21.625,-0.641480206694,-0.427816134617,0.875347997329,-0.42
1970--5--21.6666666667,-0.639303353269,-0.427168314585,0.874913467708,-0.42
