time,lower,upper,prediction,ground_truth
1970--5--17.5416666667,-0.73664419324,-0.419944053445,0.886531193961,-0.54
1970--5--17.5833333333,-0.732782403872,-0.42680350246,0.885119625615,-0.54
1970--5--17.625,-0.729525475285,-0.432767061876,0.885404511644,-0.54
1970--5--17.6666666667,-0.726077518565,-0.438920680933,0.885689388221,-0.54
1970--5--17.7083333333,-0.723239261387,-0.444171771799,0.885974255349,-0.54
1970--5--17.75,-0.720244380943,-0.449578729231,0.886227911412,-0.54
1970--5--17.7916666667,-0.717854059707,-0.454086470669,0.886481559983,-0.51
1970--5--17.8333333333,-0.715391899758,-0.45835690963,0.886799630662,-0.51
1970--5--17.875,-0.712817322628,-0.46273933894,0.887085476014,-0.51
1970--5--17.9166666667,-0.710120672809,-0.467243413733,0.887371311852,-0.51
1970--5--17.9583333333,-0.708065345729,-0.470809923796,0.88753123439,-0.51
1970--5--18,-0.705925535997,-0.474460623408,0.887691153951,-0.51
1970--5--18.0416666667,-0.704391705654,-0.47720717428,0.887851070533,-0.51
1970--5--18.0833333333,-0.702806072363,-0.480005342843,0.88804262675,-0.51
1970--5--18.125,-0.701165516431,-0.482858248679,0.888202536788,-0.51
1970--5--18.1666666667,-0.700088140348,-0.484847902566,0.888394085165,-0.51
1970--5--18.2083333333,-0.698982332171,-0.486865885612,0.88858562927,-0.51
1970--5--18.25,-0.697846816932,-0.488913472741,0.888777169103,-0.51
1970--5--18.2916666667,-0.697204162966,-0.490166189911,0.889000231354,-0.51
1970--5--18.3333333333,-0.696549901647,-0.491430469269,0.889223287811,-0.51
1970--5--18.375,-0.695883704191,-0.492706639588,0.889446338474,-0.51
1970--5--18.4166666667,-0.695205224962,-0.493995046486,0.889637859111,-0.51
1970--5--18.4583333333,-0.694928740727,-0.494577504398,0.889829375478,-0.51
1970--5--18.5,-0.69464968144,-0.495162526218,0.890020887573,-0.51
1970--5--18.5416666667,-0.694368013487,-0.495750145558,0.89018076078,-0.51
1970--5--18.5833333333,-0.69365931363,-0.497068660522,0.89037226504,-0.51
1970--5--18.625,-0.693368985463,-0.497664906469,0.890532131705,-0.51
1970--5--18.6666666667,-0.693075896398,-0.498263902162,0.89066024981,-0.51
1970--5--18.7083333333,-0.692780008329,-0.498865685705,0.890820111114,-0.51
1970--5--18.75,-0.6924812822,-0.499470296152,0.890916367194,-0.51
1970--5--18.7916666667,-0.6924812822,-0.499470296152,0.890980651252,-0.51
1970--5--18.8333333333,-0.6924812822,-0.499470296152,0.891012850191,-0.51
1970--5--18.875,-0.6924812822,-0.499470296152,0.891012850191,-0.51
1970--5--18.9166666667,-0.692641980273,-0.499001688886,0.891012850191,-0.51
1970--5--18.9583333333,-0.692800928363,-0.498534820763,0.891012850191,-0.48
1970--5--19,-0.693250340688,-0.49747156026,0.891077476796,-0.48
1970--5--19.0416666667,-0.693691046465,-0.49641696233,0.891077476796,-0.48
1970--5--19.0833333333,-0.69413635497,-0.495047727322,0.891077476796,-0.48
1970--5--19.125,-0.694567112382,-0.493692945955,0.891077476796,-0.48
1970--5--19.1666666667,-0.694983704118,-0.492352232856,0.891045048642,-0.48
1970--5--19.2083333333,-0.695386496383,-0.491025221867,0.891012620366,-0.48
1970--5--19.25,-0.695775837478,-0.489711564732,0.890980191967,-0.48
1970--5--19.2916666667,-0.696021290867,-0.488229575007,0.890915219521,-0.48
1970--5--19.3333333333,-0.696382521915,-0.486943801957,0.890850246583,-0.48
1970--5--19.375,-0.696731287858,-0.485670396846,0.89075261296,-0.48
1970--5--19.4166666667,-0.697067874784,-0.48440907363,0.890687638792,-0.48
1970--5--19.4583333333,-0.697392556059,-0.483159558988,0.89059000332,-0.48
1970--5--19.5,-0.697563614355,-0.481751279953,0.890492366739,-0.48
1970--5--19.5416666667,-0.697718629249,-0.480358874421,0.890361951342,-0.48
1970--5--19.5833333333,-0.697857943681,-0.478981999559,0.890231533964,-0.48
